run_id	n_simulations	nlp
lotka-volterra_latent_variables_compressor_simulation_1652641541_4613eb96	50	8.727688789367676
lotka-volterra_latent_variables_compressor_simulation_1652641549_abb690f8	100	11.551816940307617
lotka-volterra_latent_variables_compressor_simulation_1652641557_f0fa64ca	500	-11.301690101623535
lotka-volterra_latent_variables_compressor_simulation_1652641565_da89a06d	1000	-12.332928657531738
lotka-volterra_latent_variables_compressor_simulation_1652641573_a57ba479	10000	-13.352964401245117
lotka-volterra_latent_variables_compressor_simulation_1652641581_fa3b9c11	100000	-13.41789436340332
lotka-volterra_latent_variables_compressor_simulation_1652644183_c2ad3513	20	20.832155227661133
lotka-volterra_latent_variables_compressor_simulation_1652644191_8bcc9d1b	20	12.116055488586426
lotka-volterra_latent_variables_compressor_simulation_1652644199_5c69fdde	20	21.06431007385254
lotka-volterra_latent_variables_compressor_simulation_1652644217_f5e4ce3c	50	9.668191909790039
lotka-volterra_latent_variables_compressor_simulation_1652644225_821a1e0d	50	14.91284465789795
lotka-volterra_latent_variables_compressor_simulation_1652644233_7d677cb9	50	5.906978607177734
lotka-volterra_latent_variables_compressor_simulation_1652644241_72522f38	100	8.013707160949707
lotka-volterra_latent_variables_compressor_simulation_1652644249_37680d1c	100	8.413058280944824
lotka-volterra_latent_variables_compressor_simulation_1652644258_16f56c4d	100	8.049318313598633
lotka-volterra_latent_variables_compressor_simulation_1652644266_b9e289b2	100	7.881436824798584
lotka-volterra_latent_variables_compressor_simulation_1652644274_a548be3c	500	-10.442269325256348
lotka-volterra_latent_variables_compressor_simulation_1652644282_79b81660	500	-10.635330200195312
lotka-volterra_latent_variables_compressor_simulation_1652644290_38fd706d	500	-10.864657402038574
lotka-volterra_latent_variables_compressor_simulation_1652644297_6d30b15a	500	-10.051372528076172
lotka-volterra_latent_variables_compressor_simulation_1652644306_f63f798c	1000	-12.3485746383667
lotka-volterra_latent_variables_compressor_simulation_1652644314_cf9f932d	1000	-12.378887176513672
lotka-volterra_latent_variables_compressor_simulation_1652644322_715d30bf	1000	-11.988018035888672
lotka-volterra_latent_variables_compressor_simulation_1652644330_da1d7e65	1000	-12.42752742767334
lotka-volterra_latent_variables_compressor_simulation_1652644338_eb479554	10000	-13.295429229736328
lotka-volterra_latent_variables_compressor_simulation_1652644345_e2367cfb	10000	-13.34372615814209
lotka-volterra_latent_variables_compressor_simulation_1652644355_4d3d8e0d	10000	-13.358885765075684
lotka-volterra_latent_variables_compressor_simulation_1652644363_53b65757	10000	-13.324213027954102
lotka-volterra_latent_variables_compressor_simulation_1652644371_d03a849d	100000	-13.365205764770508
