run_id	n_simulations	nlp
030622_bis_lotvolt_latvar_cprsr_sim_1654290822_7aaf7f02	20	28.253681182861328
030622_bis_lotvolt_latvar_cprsr_sim_1654290831_db2c7d5c	50	8.128792762756348
030622_bis_lotvolt_latvar_cprsr_sim_1654290840_8b6c9a6e	100	-5.498528003692627
030622_bis_lotvolt_latvar_cprsr_sim_1654290849_517b1da9	200	-9.494508743286133
030622_bis_lotvolt_latvar_cprsr_sim_1654290859_8285ba37	500	-12.488763809204102
030622_bis_lotvolt_latvar_cprsr_sim_1654290868_6ec70cc0	1000	-13.077353477478027
030622_bis_lotvolt_latvar_cprsr_sim_1654290876_03339f94	10000	-13.195465087890625
030622_bis_lotvolt_latvar_cprsr_sim_1654290885_b9a39068	100000	-13.608378410339355
030622_bis_lotvolt_latvar_cprsr_sim_1654290894_d9f58319	20	33.43628692626953
030622_bis_lotvolt_latvar_cprsr_sim_1654290902_69c7d737	50	5.457779407501221
030622_bis_lotvolt_latvar_cprsr_sim_1654290911_90af9969	100	-0.9639618396759033
030622_bis_lotvolt_latvar_cprsr_sim_1654290919_dacd7da0	200	-9.340217590332031
030622_bis_lotvolt_latvar_cprsr_sim_1654290928_01d24c9a	500	-12.609491348266602
030622_bis_lotvolt_latvar_cprsr_sim_1654290937_03ad827d	1000	-13.047101974487305
030622_bis_lotvolt_latvar_cprsr_sim_1654290946_7c445daf	10000	-13.47105598449707
030622_bis_lotvolt_latvar_cprsr_sim_1654290955_f2f692e3	100000	-13.53215217590332
030622_bis_lotvolt_latvar_cprsr_sim_1654290963_473c4be4	20	31.103498458862305
030622_bis_lotvolt_latvar_cprsr_sim_1654290972_5ff37b31	50	3.622873067855835
030622_bis_lotvolt_latvar_cprsr_sim_1654290982_be946c55	100	-3.362309217453003
030622_bis_lotvolt_latvar_cprsr_sim_1654290991_8eaa2c8f	200	-9.114543914794922
030622_bis_lotvolt_latvar_cprsr_sim_1654291000_6668f62e	500	-12.386032104492188
030622_bis_lotvolt_latvar_cprsr_sim_1654291010_49d82782	1000	-13.008904457092285
030622_bis_lotvolt_latvar_cprsr_sim_1654291020_84f94acd	10000	-13.52772045135498
030622_bis_lotvolt_latvar_cprsr_sim_1654291029_f8d57b04	100000	-13.365909576416016
030622_bis_lotvolt_latvar_cprsr_sim_1654291037_79acd147	20	24.02353858947754
030622_bis_lotvolt_latvar_cprsr_sim_1654291046_b78fde2b	50	5.435392379760742
030622_bis_lotvolt_latvar_cprsr_sim_1654291055_484b0fba	100	-4.148784160614014
030622_bis_lotvolt_latvar_cprsr_sim_1654291064_a4094899	200	-10.012358665466309
030622_bis_lotvolt_latvar_cprsr_sim_1654291073_cccbd4c4	500	-12.233431816101074
030622_bis_lotvolt_latvar_cprsr_sim_1654291082_0237496a	1000	-13.057098388671875
030622_bis_lotvolt_latvar_cprsr_sim_1654291090_d1836e1a	10000	-13.337345123291016
030622_bis_lotvolt_latvar_cprsr_sim_1654291099_7a5d682f	100000	-13.527009963989258
030622_bis_lotvolt_latvar_cprsr_sim_1654291107_0ef99428	20	6.417914390563965
030622_bis_lotvolt_latvar_cprsr_sim_1654291116_063ceb8f	50	8.48471736907959
030622_bis_lotvolt_latvar_cprsr_sim_1654291125_2fe61339	100	-5.279747486114502
030622_bis_lotvolt_latvar_cprsr_sim_1654291133_6b2ed932	200	-9.064937591552734
030622_bis_lotvolt_latvar_cprsr_sim_1654291142_d1560db1	500	-12.394354820251465
030622_bis_lotvolt_latvar_cprsr_sim_1654291150_0b8d9f1e	1000	-13.166003227233887
030622_bis_lotvolt_latvar_cprsr_sim_1654291159_ea76a193	10000	-13.23039722442627
030622_bis_lotvolt_latvar_cprsr_sim_1654291169_c97ac2c8	100000	-13.47232437133789
030622_bis_lotvolt_latvar_cprsr_sim_1654291177_a34deed3	20	14.089210510253906
030622_bis_lotvolt_latvar_cprsr_sim_1654291186_584d1b82	50	0.8714837431907654
030622_bis_lotvolt_latvar_cprsr_sim_1654291195_5f299ffe	100	-4.917981147766113
030622_bis_lotvolt_latvar_cprsr_sim_1654291203_05df2eaa	200	-10.073747634887695
030622_bis_lotvolt_latvar_cprsr_sim_1654291212_af7dfb7f	500	-12.584067344665527
030622_bis_lotvolt_latvar_cprsr_sim_1654291221_34b6fbb2	1000	-12.947957038879395
030622_bis_lotvolt_latvar_cprsr_sim_1654291229_4e61f2e6	10000	-13.489192008972168
030622_bis_lotvolt_latvar_cprsr_sim_1654291238_bbb8ef82	100000	-13.525192260742188
030622_bis_lotvolt_latvar_cprsr_sim_1654291246_e5eb591a	20	19.970945358276367
030622_bis_lotvolt_latvar_cprsr_sim_1654291255_ec7a70f9	50	6.619984149932861
030622_bis_lotvolt_latvar_cprsr_sim_1654291263_62a5d6d7	100	-1.6172888278961182
030622_bis_lotvolt_latvar_cprsr_sim_1654291272_c81e3ddf	200	-9.289807319641113
030622_bis_lotvolt_latvar_cprsr_sim_1654291280_58dd0504	500	-12.297866821289062
030622_bis_lotvolt_latvar_cprsr_sim_1654291289_34ca178e	1000	-13.275482177734375
030622_bis_lotvolt_latvar_cprsr_sim_1654291297_f63a7e51	10000	-13.492729187011719
030622_bis_lotvolt_latvar_cprsr_sim_1654291306_325f66c3	100000	-13.586060523986816
030622_bis_lotvolt_latvar_cprsr_sim_1654291315_3c0a2a01	20	18.809804916381836
