run_id	n_simulations	nlp
100622_lotvolt_without_latvar_newcprsr_sim_1655104144_71f2da61	500	-14.20406436920166
100622_lotvolt_without_latvar_newcprsr_sim_1655104152_a8b4aff8	1000	-14.501654624938965
100622_lotvolt_without_latvar_newcprsr_sim_1655104160_1211b9c7	10000	-14.83035945892334
100622_lotvolt_without_latvar_newcprsr_sim_1655104168_0cc35625	100000	-14.803139686584473
100622_lotvolt_without_latvar_newcprsr_sim_1655104176_403c1e34	20	29.778974533081055
100622_lotvolt_without_latvar_newcprsr_sim_1655104184_d4716892	50	1.2234700918197632
100622_lotvolt_without_latvar_newcprsr_sim_1655104193_5a0df047	100	-6.405843734741211
100622_lotvolt_without_latvar_newcprsr_sim_1655104201_d92177a5	200	-11.388132095336914
100622_lotvolt_without_latvar_newcprsr_sim_1655104209_f015fdc0	500	-13.926856994628906
100622_lotvolt_without_latvar_newcprsr_sim_1655104218_98c8cccd	1000	-14.511112213134766
100622_lotvolt_without_latvar_newcprsr_sim_1655104226_0fb47cc6	10000	-15.071619987487793
100622_lotvolt_without_latvar_newcprsr_sim_1655104234_d9a0ebf2	100000	-15.098624229431152
100622_lotvolt_without_latvar_newcprsr_sim_1655104242_58142778	20	24.295623779296875
100622_lotvolt_without_latvar_newcprsr_sim_1655104250_3c101145	50	-3.052391529083252
100622_lotvolt_without_latvar_newcprsr_sim_1655104258_e4675c9b	100	-6.710799694061279
100622_lotvolt_without_latvar_newcprsr_sim_1655104266_97c4e6b8	200	-12.254372596740723
100622_lotvolt_without_latvar_newcprsr_sim_1655104273_2962ebd6	500	-14.227994918823242
100622_lotvolt_without_latvar_newcprsr_sim_1655104281_05740a53	1000	-14.104316711425781
100622_lotvolt_without_latvar_newcprsr_sim_1655104289_3d7ccb5e	10000	-15.199577331542969
100622_lotvolt_without_latvar_newcprsr_sim_1655104297_05577fdc	100000	-15.217092514038086
100622_lotvolt_without_latvar_newcprsr_sim_1655104619_3f0d5a5c	20	7.488296031951904
100622_lotvolt_without_latvar_newcprsr_sim_1655104627_49539059	50	3.1311957836151123
100622_lotvolt_without_latvar_newcprsr_sim_1655104635_52e022bd	100	-8.376063346862793
100622_lotvolt_without_latvar_newcprsr_sim_1655104644_e86a0ad6	200	-11.56633472442627
100622_lotvolt_without_latvar_newcprsr_sim_1655104652_551c9847	500	-13.549001693725586
100622_lotvolt_without_latvar_newcprsr_sim_1655104660_fe799a12	1000	-14.567059516906738
100622_lotvolt_without_latvar_newcprsr_sim_1655104668_d8ea062f	10000	-14.904521942138672
100622_lotvolt_without_latvar_newcprsr_sim_1655104676_5847446f	100000	-15.053571701049805
100622_lotvolt_without_latvar_newcprsr_sim_1655104684_075217e2	20	15.786486625671387
100622_lotvolt_without_latvar_newcprsr_sim_1655104692_a1f69807	50	0.6610689163208008
100622_lotvolt_without_latvar_newcprsr_sim_1655104700_efcd78fc	100	-6.439415454864502
100622_lotvolt_without_latvar_newcprsr_sim_1655104708_8da8442f	200	-11.540275573730469
100622_lotvolt_without_latvar_newcprsr_sim_1655104717_6cae0256	500	-13.770478248596191
100622_lotvolt_without_latvar_newcprsr_sim_1655104725_b796c534	1000	-14.701472282409668
100622_lotvolt_without_latvar_newcprsr_sim_1655104733_6580b9c5	10000	-15.045989990234375
100622_lotvolt_without_latvar_newcprsr_sim_1655104742_1bf07608	100000	-15.092324256896973
100622_lotvolt_without_latvar_newcprsr_sim_1655104750_c39be638	20	11.24802017211914
100622_lotvolt_without_latvar_newcprsr_sim_1655104758_b007d77f	50	-1.42829430103302
100622_lotvolt_without_latvar_newcprsr_sim_1655104766_a9ad88a5	100	-8.260359764099121
100622_lotvolt_without_latvar_newcprsr_sim_1655104775_11557621	200	-12.537775039672852
100622_lotvolt_without_latvar_newcprsr_sim_1655104783_b79b4d80	500	-14.181719779968262
100622_lotvolt_without_latvar_newcprsr_sim_1655104791_1b76289f	1000	-14.814322471618652
100622_lotvolt_without_latvar_newcprsr_sim_1655104799_55764ed8	10000	-14.737981796264648
100622_lotvolt_without_latvar_newcprsr_sim_1655104807_5f1a6ea3	100000	-15.206472396850586
100622_lotvolt_without_latvar_newcprsr_sim_1655104815_f226118b	20	35.95900344848633
100622_lotvolt_without_latvar_newcprsr_sim_1655104824_98511ff9	50	4.17031192779541
100622_lotvolt_without_latvar_newcprsr_sim_1655104832_f1891fc9	100	-6.399994850158691
100622_lotvolt_without_latvar_newcprsr_sim_1655104841_a7f7013b	200	-12.257225036621094
100622_lotvolt_without_latvar_newcprsr_sim_1655104849_ae7680f2	500	-13.903278350830078
100622_lotvolt_without_latvar_newcprsr_sim_1655104857_a30c1784	1000	-14.316000938415527
100622_lotvolt_without_latvar_newcprsr_sim_1655104865_086b6441	10000	-14.883084297180176
100622_lotvolt_without_latvar_newcprsr_sim_1655104873_dfd6ab40	100000	-15.155107498168945
100622_lotvolt_without_latvar_newcprsr_sim_1655104881_2770c2d3	20	21.650819778442383
100622_lotvolt_without_latvar_newcprsr_sim_1655104889_48c47dc0	50	1.3540043830871582
100622_lotvolt_without_latvar_newcprsr_sim_1655104897_62054de7	100	-7.717459678649902
100622_lotvolt_without_latvar_newcprsr_sim_1655104905_c09509f5	200	-10.964289665222168
100622_lotvolt_without_latvar_newcprsr_sim_1655104913_1421834c	500	-13.872101783752441
100622_lotvolt_without_latvar_newcprsr_sim_1655104921_8de94325	1000	-14.559139251708984
100622_lotvolt_without_latvar_newcprsr_sim_1655104929_8f33aa73	10000	-15.049836158752441
100622_lotvolt_without_latvar_newcprsr_sim_1655104937_f42c6913	100000	-14.887940406799316
100622_lotvolt_without_latvar_newcprsr_sim_1655104945_f4d222f8	20	24.0350399017334
100622_lotvolt_without_latvar_newcprsr_sim_1655104965_15355f75	100	-7.103848457336426
100622_lotvolt_without_latvar_newcprsr_sim_1655104973_6ba7453f	200	-12.299423217773438
100622_lotvolt_without_latvar_newcprsr_sim_1655104981_4b109fe9	500	-14.015836715698242
100622_lotvolt_without_latvar_newcprsr_sim_1655104989_3155eb06	1000	-14.336933135986328
100622_lotvolt_without_latvar_newcprsr_sim_1655104997_d6d32d1e	10000	-14.969168663024902
100622_lotvolt_without_latvar_newcprsr_sim_1655105005_60bebe19	100000	-15.224048614501953
100622_lotvolt_without_latvar_newcprsr_sim_1655105013_f06fec42	20	18.042255401611328
100622_lotvolt_without_latvar_newcprsr_sim_1655105021_ad62aded	50	12.584470748901367
100622_lotvolt_without_latvar_newcprsr_sim_1655105029_feb7056b	100	-5.666044235229492
100622_lotvolt_without_latvar_newcprsr_sim_1655105038_e92b353c	200	-11.19417953491211
100622_lotvolt_without_latvar_newcprsr_sim_1655105046_8ad9f72c	500	-14.142334938049316
100622_lotvolt_without_latvar_newcprsr_sim_1655105053_88cd0a2f	1000	-14.44977855682373
100622_lotvolt_without_latvar_newcprsr_sim_1655105061_258bb0c4	10000	-15.009004592895508
100622_lotvolt_without_latvar_newcprsr_sim_1655105069_ae9f23c4	100000	-15.15533447265625
100622_lotvolt_without_latvar_newcprsr_sim_1655105077_e573d750	20	25.05727767944336
100622_lotvolt_without_latvar_newcprsr_sim_1655105085_4a497b25	50	0.2069009691476822
100622_lotvolt_without_latvar_newcprsr_sim_1655105093_9085ec22	100	-4.870612144470215
100622_lotvolt_without_latvar_newcprsr_sim_1655105100_62412df6	200	-11.600229263305664
100622_lotvolt_without_latvar_newcprsr_sim_1655105108_c232cbaa	500	-13.737329483032227
100622_lotvolt_without_latvar_newcprsr_sim_1655105116_b9fdd67f	1000	-14.64122200012207
100622_lotvolt_without_latvar_newcprsr_sim_1655105126_4a370af4	10000	-15.14507007598877
100622_lotvolt_without_latvar_newcprsr_sim_1655105134_7f3b00bd	100000	-15.078356742858887
100622_lotvolt_without_latvar_newcprsr_sim_1655105142_8575feb0	20	19.099102020263672
100622_lotvolt_without_latvar_newcprsr_sim_1655105149_674f0e59	50	2.4056615829467773
100622_lotvolt_without_latvar_newcprsr_sim_1655105157_fb2e0414	100	-6.939477443695068
100622_lotvolt_without_latvar_newcprsr_sim_1655105165_d9e02def	200	-11.839109420776367
100622_lotvolt_without_latvar_newcprsr_sim_1655105172_6b6b46ed	500	-13.600702285766602
100622_lotvolt_without_latvar_newcprsr_sim_1655105180_f7622c9c	1000	-14.25768756866455
100622_lotvolt_without_latvar_newcprsr_sim_1655105188_dc87552b	10000	-14.988554954528809
100622_lotvolt_without_latvar_newcprsr_sim_1655105196_2ddc2767	100000	-15.223443031311035
