run_id	n_simulations	c2st_metric_mean
030622_bis_lotvolt_latvar_cprsr_sim_1654352954_e2f7bda4	50	0.9906800389289856
030622_bis_lotvolt_latvar_cprsr_sim_1654352963_6e0642cf	100	0.9517800211906433
030622_bis_lotvolt_latvar_cprsr_sim_1654352971_31b3963f	200	0.8939100503921509
030622_bis_lotvolt_latvar_cprsr_sim_1654352979_9a3407b5	500	0.7902299761772156
030622_bis_lotvolt_latvar_cprsr_sim_1654352988_ae83ffd0	1000	0.7530900239944458
030622_bis_lotvolt_latvar_cprsr_sim_1654352996_b2cd950e	10000	0.7657800316810608
030622_bis_lotvolt_latvar_cprsr_sim_1654353005_61db2efc	100000	0.7450599670410156
030622_bis_lotvolt_latvar_cprsr_sim_1654353013_8f4b3734	20	0.998960018157959
030622_bis_lotvolt_latvar_cprsr_sim_1654353022_e6a2d33e	50	0.9692999720573425
030622_bis_lotvolt_latvar_cprsr_sim_1654353030_a970026a	100	0.9503299593925476
030622_bis_lotvolt_latvar_cprsr_sim_1654353038_44e4ae31	200	0.9084300398826599
030622_bis_lotvolt_latvar_cprsr_sim_1654353047_6ccc1811	500	0.7866200804710388
030622_bis_lotvolt_latvar_cprsr_sim_1654353055_4eca5788	1000	0.7578399777412415
030622_bis_lotvolt_latvar_cprsr_sim_1654353064_b7147cd2	10000	0.7633300423622131
030622_bis_lotvolt_latvar_cprsr_sim_1654353073_2175ad24	100000	0.7436000108718872
030622_bis_lotvolt_latvar_cprsr_sim_1654353081_49e48be3	20	0.9938099980354309
030622_bis_lotvolt_latvar_cprsr_sim_1654353089_ff908ae5	50	0.9714600443840027
030622_bis_lotvolt_latvar_cprsr_sim_1654353098_1fd12335	100	0.9190899729728699
030622_bis_lotvolt_latvar_cprsr_sim_1654353106_ceb0f476	200	0.8365200161933899
030622_bis_lotvolt_latvar_cprsr_sim_1654353114_c1c390a3	500	0.8138500452041626
030622_bis_lotvolt_latvar_cprsr_sim_1654353123_fb5f309f	1000	0.833590030670166
030622_bis_lotvolt_latvar_cprsr_sim_1654353131_ad4de10b	10000	0.7922300100326538
030622_bis_lotvolt_latvar_cprsr_sim_1654353139_56cdadbc	100000	0.8051600456237793
030622_bis_lotvolt_latvar_cprsr_sim_1654353148_88b77192	20	0.9988900423049927
030622_bis_lotvolt_latvar_cprsr_sim_1654353157_60327dfc	50	0.9757699966430664
030622_bis_lotvolt_latvar_cprsr_sim_1654353165_3a0bd9af	100	0.9397899508476257
030622_bis_lotvolt_latvar_cprsr_sim_1654353174_1b4feb28	200	0.8541399836540222
030622_bis_lotvolt_latvar_cprsr_sim_1654353182_fbd615b0	500	0.8014900088310242
030622_bis_lotvolt_latvar_cprsr_sim_1654353190_419ebd04	1000	0.7947000861167908
030622_bis_lotvolt_latvar_cprsr_sim_1654353199_73fe55b6	10000	0.7478300333023071
030622_bis_lotvolt_latvar_cprsr_sim_1654353207_40f32029	100000	0.7652300000190735
030622_bis_lotvolt_latvar_cprsr_sim_1654353216_5bcc5d2f	20	0.9988800287246704
030622_bis_lotvolt_latvar_cprsr_sim_1654353224_da08ea95	50	0.9634499549865723
030622_bis_lotvolt_latvar_cprsr_sim_1654353232_5549d630	100	0.9668800234794617
030622_bis_lotvolt_latvar_cprsr_sim_1654353241_3778dfd9	200	0.8781200647354126
030622_bis_lotvolt_latvar_cprsr_sim_1654353249_eae7cf78	500	0.8129900097846985
030622_bis_lotvolt_latvar_cprsr_sim_1654353258_47e2599e	1000	0.7707499861717224
030622_bis_lotvolt_latvar_cprsr_sim_1654353266_6fa4b97f	10000	0.7870100140571594
030622_bis_lotvolt_latvar_cprsr_sim_1654353274_f0d67cd3	100000	0.7571700215339661
