run_id	n_simulations	c2st_metric_mean
98a55a5c-4bb0-420d-9dad-b66dc47c11ea	20	0.9989723563194275
190669b9-e6b8-4b33-8869-a57afa00e01d	50	0.979479968547821
b3dc3e54-8671-4ca9-a614-0f5bbc502988	100	0.9766640067100525
959c5d9f-e651-4d03-8fe2-855a3abaa732	200	0.863448441028595
cfc426ba-f1d8-4937-aac8-563b2ce9dbc4	500	0.7779243588447571
4c88fc7b-35fb-42e2-bfff-a88cf8443272	1000	0.7318152785301208
ae2a3e2e-0527-4270-b04a-a500416f70f1	10000	0.7343997955322266
39ec88b3-4fdd-4864-84b4-9906b7c1ae43	100000	0.8126489520072937
d62260f5-ee1a-4f81-96d3-024d699f1c38	20	0.9994028210639954
95d070d3-9847-4e25-9306-bd6e140bffb4	50	0.9819685220718384
ae2a74ac-869a-48bb-8838-35e635415ae7	100	0.9724838137626648
8bb0cdd3-9c19-4eae-9f35-7064da4c4222	200	0.8944081664085388
1077e660-b1e5-483f-ae1c-166a646d13a4	500	0.7966583967208862
869caa47-9ae0-4250-836b-a6788f5aeeee	1000	0.8167414665222168
d84e68fb-6525-4580-be86-86a7bdc51b20	10000	0.7278093695640564
42618a5c-5366-4515-80ec-31cd16f853e1	100000	0.7550592422485352
1d815c70-8221-495b-888c-c0a397300a5c	20	0.999279797077179
e6a9f960-fdc3-4687-b5d2-f3af379d92fb	50	0.970193088054657
fee31180-40f6-4a24-ae22-7a9b05e55b79	100	0.9423996806144714
4f372474-738d-45d8-a4d3-714c04a1455c	200	0.8457610011100769
12744fd8-0606-4aa0-a36f-d297ba03ba81	500	0.7888192534446716
40ee59d9-3c34-4351-80d3-60ac6d5a6728	1000	0.7879934906959534
7ad91574-a018-4142-900f-1a05554b11db	10000	0.7550094127655029
e7205521-8ad8-4bdf-8421-523924bbb7c7	100000	0.7563725709915161
6572c5aa-54d9-4253-a9ac-24ebdbaa18b6	20	0.9991267323493958
a00f3cac-8e62-488b-938d-457da568ba16	50	0.9941675066947937
ed31cd6d-517a-4d5b-8adf-8a022e49021f	100	0.9273537993431091
177250e7-3aa6-44e4-a9ef-0ed2b1b6e849	200	0.7805783152580261
9dc7f8af-dd84-4249-a85e-ba0c8e5d8d29	500	0.784223735332489
ab8bb233-ae44-43ba-882c-3ba8719f8ceb	1000	0.7946267127990723
31ca9111-72f7-419f-8609-a589c4dc4ebd	10000	0.7309109568595886
cb9a9755-7275-4fdf-8e7a-ec2b368cdd87	100000	0.7580892443656921
d992a03b-9e7f-48e9-a839-e50e085250f5	20	0.9994217753410339
31d5b026-81bd-4f53-8a91-635547d5cd9b	50	0.9841721653938293
3681dbe2-a0b5-441a-a7ac-8bd44ef7442a	100	0.9834286570549011
13ae596a-1240-4cfe-b6f0-f09749d09eee	200	0.8687701225280762
9f0fb7c0-c29e-4d32-b4f7-2aa7a6c00db2	1000	0.8069392442703247
ae801c68-63e3-41cb-9de0-3c4dc0a7ba7e	10000	0.7470032572746277
3971fa62-1af7-4239-abcf-40957341fe70	100000	0.739799439907074
6313b03f-c0c7-45bc-93aa-7ddad95800b8	20	0.9987131953239441
006d9c4c-8df1-4613-91fd-af4a33facc2d	50	0.9911428689956665
d65b3203-c474-4700-8ae2-b442c1ada54d	100	0.9520218968391418
af0868f9-f0b7-4f7f-8152-e32ca4ac5b40	200	0.8620496988296509
472987f5-7779-4ac2-984a-7b31f283bf44	500	0.7583779692649841
685e2988-cc9e-445e-9cca-9a2745183172	1000	0.7808489203453064
64538c78-c76f-4127-b319-75e393811463	10000	0.7700357437133789
b2091e65-4ddf-4ad3-8a31-447c0abc210b	100000	0.7666853070259094
b3dd0a95-d9d2-4ecc-a043-8501ad26871d	20	0.999821126461029
e827f35f-2e23-49d8-9171-9bbc8e33e9ec	50	0.9680846333503723
